Player,Shot,Type,Stroke,Spin,Speed (MPH),Point,Game,Set,Bounce Depth,Bounce Zone,Bounce Side,Bounce (x),Bounce (y),Hit Depth,Hit Zone,Hit Side,Hit (x),Hit (y),Hit (z),Direction,Result,Favorited,Start Time,Video Time
Player A,10,none,Forehand,Flat,76.028366,48,0,0,no_mans_land,deuce,near,0.487709,4.107339,service_box,ad,far,2.211985,17.418036,2.341974,---,In,false,23:02:40,
Player B,11,none,Backhand,Topspin,53.894894,48,0,0,service_box,deuce,far,-1.874116,17.606913,out,ad,near,-0.566422,-0.994027,0.991375,down the line,In,false,23:02:41,
Player A,12,none,Backhand,Topspin,45.582687,48,0,0,no_mans_land,deuce,near,2.095287,3.645863,out,deuce,far,-2.313206,25.025534,0.573995,cross court,In,false,23:02:43,
Player B,13,none,Forehand,Flat,46.737198,48,0,0,service_box,deuce,far,-2.281591,15.204503,no_mans_land,deuce,near,2.652674,-0.084385,0.808555,cross court,In,false,23:02:44,
Player A,0,none,Feed,Topspin,23.382744,49,0,0,no_mans_land,deuce,near,1.101335,3.266121,no_mans_land,ad,far,0.64814,23.379822,0.608385,---,In,false,23:03:04,
Player B,1,none,Forehand,Topspin,40.093422,49,0,0,no_mans_land,deuce,far,-0.979437,18.963408,out,deuce,near,1.469499,-1.301533,1.189216,cross court,In,false,23:03:06,
Player A,2,none,Backhand,Flat,48.50032,49,0,0,no_mans_land,deuce,near,0.819862,3.272313,out,deuce,far,-1.591206,25.615858,1.17778,cross court,In,false,23:03:08,
Player B,3,none,Forehand,Flat,41.687634,49,0,0,out,deuce_out,far,-5.744798,24.216728,out,deuce,near,1.189972,-0.571468,1.316938,down the line,Out,false,23:03:09,
Player A,4,none,Backhand,Topspin,47.965485,49,0,0,no_mans_land,deuce,near,0.364232,2.594363,out,deuce,far,-2.661999,25.221811,1.009256,cross court,In,false,23:03:14,
Player B,5,none,Backhand,Flat,41.626278,49,0,0,out,ad,far,2.046385,23.868036,out,deuce,near,0.607829,-0.882275,0.82728,inside in,Out,false,23:03:16,
Player A,0,none,Feed,Flat,18.186579,50,0,0,service_box,ad,near,-0.663428,5.833413,no_mans_land,deuce,far,-0.389282,24.369822,0.915714,---,In,false,23:03:43,
Player B,1,none,Backhand,Topspin,43.038193,50,0,0,no_mans_land,deuce,far,-0.540798,23.179947,no_mans_land,ad,near,-0.920116,0.825882,0.308918,down the line,In,false,23:03:45,
Player A,2,none,Backhand,Flat,50.187462,50,0,0,no_mans_land,ad,near,-0.243127,3.31112,out,deuce,far,-0.786124,26.600109,1.198007,down the line,In,false,23:03:46,
Player B,3,none,Backhand,Flat,51.351089,50,0,0,out,deuce,far,-3.242098,24.256557,out,ad,near,-0.501121,-1.367936,0.989055,down the line,Out,false,23:03:48,
Player A,4,none,Backhand,Topspin,42.14698,50,0,0,no_mans_land,deuce,near,1.035097,4.482661,out,deuce,far,-3.416266,25.991858,0.693045,cross court,In,false,23:03:49,
Player B,5,none,Forehand,Flat,50.105244,50,0,0,no_mans_land,ad,far,2.766774,18.449789,out,deuce,near,1.85169,-0.852564,0.732165,down the line,In,false,23:03:51,
Player A,0,none,Feed,Topspin,25.114799,51,0,0,out,deuce,near,0.230136,-0.784524,no_mans_land,ad,far,1.493911,24.841379,0.573141,---,Out,false,23:03:56,
Player B,1,none,Backhand,Topspin,37.540272,51,0,0,service_box,deuce,far,-3.394398,17.657129,out,ad,near,-0.128666,-2.733825,1.221047,down the line,In,false,23:03:57,
Player A,2,none,Backhand,Flat,37.650658,51,0,0,no_mans_land,deuce,near,0.676704,3.184501,no_mans_land,deuce_alley,far,-4.192722,24.952402,0.67209,down the line,In,false,23:03:59,
Player B,3,none,Forehand,Flat,39.75489,51,0,0,no_mans_land,ad,far,3.243744,19.829046,out,deuce,near,0.869682,-1.038676,0.724865,down the line,In,false,23:04:02,
